company_ticker,isin,company_name,sector,industry,industry_code,industry_description
IGSEC,INE858B01029,ISGEC Heavy Engineering Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
TXMRE,INE621L01012,Texmaco Rail & Engineering Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
CMSINFO,INE925R01014,CMS Info Systems Ltd,Services,Professional & Commercial Services,SV-PS,"The industry includes entities that rely on the unique skills and knowledge of their employees to serve a range of clients. Services are often provided on an assignment basis, where an individual or team is responsible for the delivery of services to clients. Offerings include, but are not limited to, management and administration consulting services, such as staffing and executive search services; legal, accounting, and tax preparation services; and financial and non-financial information services. Non-financial information service providers may specialise in an array of topics such as energy, healthcare, real estate, technology, and science. Financial information service entities include credit and rating agencies as well as data and portfolio analytics providers. Customers of professional and commercial service providers include private and public for-profit institutions and non-profit organisations."
TRPC,INE688A01022,Transport Corp of India Ltd,Transportation,Road Transportation,TR-RO,"Road Transportation industry entities provide long- and short-haul freight trucking services. Important activities include containerised and bulk freight shipment, including consumer goods and a wide variety of commodities. Generally, the industry may be categorised two ways: truckload (vehicles carrying the goods of only one customer) and less-than-truckload (vehicles carrying the goods of multiple customers). Owner-operators comprise the vast majority of the industry because of the relative ease of entry. A few large operators maintain market share through contracts with major shippers. Large entities often subcontract with owner-operators to supplement their owned fleet."
PRINCPIP,INE689W01016,Prince Pipes & Fittings Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
HGINFRA,INE926X01010,HG Infra Engineering Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
SECIS,INE285J01010,Security & Intelligence Services India Ltd,Services,Professional & Commercial Services,SV-PS,"The industry includes entities that rely on the unique skills and knowledge of their employees to serve a range of clients. Services are often provided on an assignment basis, where an individual or team is responsible for the delivery of services to clients. Offerings include, but are not limited to, management and administration consulting services, such as staffing and executive search services; legal, accounting, and tax preparation services; and financial and non-financial information services. Non-financial information service providers may specialise in an array of topics such as energy, healthcare, real estate, technology, and science. Financial information service entities include credit and rating agencies as well as data and portfolio analytics providers. Customers of professional and commercial service providers include private and public for-profit institutions and non-profit organisations."
MSTCLTD,INE255X01014,MSTC Ltd,Infrastructure,Waste Management,IF-WM,"Waste Management industry entities collect, store, dispose of, recycle or treat various forms of waste from residential, commercial and industrial clients. Types of waste include municipal solid waste, hazardous waste, recyclable materials, and compostable or organic materials. Major entities commonly are integrated vertically, providing a range of services from waste collection to landfilling and recycling, while others provide specialised services such as treating medical and industrial waste. Waste-to-energy operations are a distinct industry segment. Some industry players also provide environmental engineering and consulting services, mostly to large industrial clients."
124500,KR7124500000,ITCEN Co Ltd,Technology & Communications,Software & IT Services,TC-SI,"The Software & Information Technology (IT) Services industry offers products and services globally to retail, business and government customers, and includes entities that develop and sell applications software, infrastructure software and middleware. The industry generally is competitive but with dominant players in some segments. Although relatively immature, the industry is characterised by high-growth entities that place a heavy emphasis on innovation and depend on human and intellectual capital. The industry also includes IT services entities delivering specialised IT functions, such as consulting and outsourced services. New industry business models include cloud computing, software as a service, virtualisation, machine-to-machine communication, big data analysis and machine learning. Additionally, brand value is important for entities in the industry to scale and achieve network effects, whereby wide adoption of a particular software product may result in self-perpetuating growth in sales."
CYIENTDL,INE055S01018,Cyient DLM Ltd,Technology & Communications,Electronic Manufacturing Services & Original Design Manufacturing,TC-ES,"The Electronic Manufacturing Services (EMS) & Original Design Manufacturing (ODM) industry consists of two main segments. EMS entities provide assembly, logistics and after-market services for original equipment manufacturers. ODM entities provide engineering and design services for original equipment manufacturers and may own significant intellectual property. Although EMS & ODM entities produce equipment for a variety of sectors, the industry is associated closely with the Hardware industry, which consists of entities that design technology hardware products such as personal computers, consumer electronics and storage devices for both personal consumers and businesses."
SEDAPBC1,PEP703401203,Servicio de Agua Potable y Alcantarillado de Lima,Infrastructure,Waste Management,IF-WM,"Waste Management industry entities collect, store, dispose of, recycle or treat various forms of waste from residential, commercial and industrial clients. Types of waste include municipal solid waste, hazardous waste, recyclable materials, and compostable or organic materials. Major entities commonly are integrated vertically, providing a range of services from waste collection to landfilling and recycling, while others provide specialised services such as treating medical and industrial waste. Waste-to-energy operations are a distinct industry segment. Some industry players also provide environmental engineering and consulting services, mostly to large industrial clients."
LLOYDSEN,,,,,,
AGMMRA,HRAGMMRA0005,Agromedimurje dd Cakovec,Food & Beverage,Agricultural Products,FB-AG,"The Agricultural Products industry is engaged in processing, trading and distributing vegetables and fruits, and producing and milling agricultural commodities such as grains, sugar, consumable oils, maize, soybeans and animal feed. Entities sell products directly to consumers and businesses for use in consumer and industrial products. Entities in the industry typically purchase agricultural products from entities that grow such products (either directly or indirectly) to then conduct value-adding activities (for example, processing, trading, distributing and milling). Agricultural products entities also are involved in wholesale and distribution. Entities in the industry may source a substantial portion of agricultural commodities from third-party growers in various countries. Therefore, managing sustainability risks within the supply chain is critical to securing a reliable raw materials supply and reducing the risk of price increases and volatility over the long term."
SANSERA,INE953O01021,Sansera Engineering Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
1552,UNKNOWN_ISIN,BHCC Holding Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
KNM,INE717A01029,Kennametal India Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
HMT,CA40637F1036,Halmont Properties Corp,Infrastructure,Real Estate,IF-RE,"Real Estate industry entities own, develop and operate income-producing real estate assets. Entities in this industry commonly are structured as real estate investment trusts (REITs) and operate in a wide range of real estate industry segments, including residential, retail, office, health care, industrial and hotel properties. REITs typically participate in direct real estate asset ownership, thereby providing investors with the opportunity to obtain real estate exposure without direct asset ownership and management. Although REITs often concentrate on individual Real Estate industry segments, many REITs diversify investments across multiple property types."
MTARTECH,INE864I01014,MTAR Technologies Pvt Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
JFI,INE070D01027,Jai Corp Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
GRFL,INE079J01017,GATEWAY DISTRIPARKS LTD,Transportation,Air Freight & Logistics,TR-AF,"Air Freight & Logistics industry entities provide freight services and transportation logistics to both businesses and individuals. The industry consists of three main segments: air freight transportation, post and courier services, and transportation logistics services. Entities in the industry earn revenue from one or more of the segments and range from non-asset-based to asset-heavy. Transportation logistics services include contracting with road, rail, marine and air freight entities to select and hire appropriate transportation. Services also may include customs brokerage, distribution management, vendor consolidation, cargo insurance, purchase order management and customised logistics information. The industry is crucial to global trade, granting it a degree of demand stability."
VRLL,INE366I01010,VRL Logistics Ltd,Transportation,Road Transportation,TR-RO,"Road Transportation industry entities provide long- and short-haul freight trucking services. Important activities include containerised and bulk freight shipment, including consumer goods and a wide variety of commodities. Generally, the industry may be categorised two ways: truckload (vehicles carrying the goods of only one customer) and less-than-truckload (vehicles carrying the goods of multiple customers). Owner-operators comprise the vast majority of the industry because of the relative ease of entry. A few large operators maintain market share through contracts with major shippers. Large entities often subcontract with owner-operators to supplement their owned fleet."
JKIL,INE576I01022,J Kumar Infraprojects Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
VATW,INE956G01038,VA Tech Wabag Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
SJET,INE285B01017,SpiceJet Ltd,Transportation,Airlines,TR-AL,"Airlines industry entities provide air transportation globally to passengers for both leisure and business purposes. This includes commercial full-service, low-cost and regional airlines. Full-service carriers typically use a hub-and-spoke model to design their routes within countries and internationally. Low-cost carriers usually offer a smaller number of routes as well as no-frills service to their customers. Regional carriers typically operate under contract to full-service carriers, expanding the network of the larger carriers. Many airline entities also have a cargo segment in their operations to generate additional revenue. Entities in the industry commonly form partnerships or join alliances to increase network size. Operating as an alliance allows airlines to offer customers access to international or otherwise underserved itineraries on more than one airline under one ticket. At the same time, airlines share some overhead costs and increase their competitive position in the global market without having to operate outside their home country."
ABE,AT0000824206,AB Effectenbeteiligungen AG,Financials,Asset Management & Custody Activities,FN-AC,"Asset Management & Custody Activities industry entities manage investment portfolios on a commission or fee basis for institutional, retail and high net-worth investors. In addition, entities in this industry provide wealth management, private banking, financial planning, and investment advisory and retail securities brokerage services. Investment portfolios and strategies may be diversified across multiple asset classes, which may include equities, fixed income and hedge fund investments. Specific entities are engaged in venture capital and private equity investments. The industry provides essential services to a range of customers from individual retail investors to large, institutional asset owners to meet specified investment goals. Entities in the industry range from large multi-jurisdictional asset managers with a wide range of investable products, strategies and asset classes to small boutique entities providing services to specific market niches. While large entities generally compete based on management fees charged for their services as well as their potential to generate superior investment performance, the smaller entities generally compete on their ability to provide products and services customised to satisfy the diversification needs of individual clients. The global 2008 financial crisis and subsequent regulatory regime developments highlight the industry’s importance in providing fair advice to customers and managing risks at the entity, portfolio and macroeconomic levels."
TDPS,INE419M01019,TD Power Systems Ltd,Resource Transformation,Electrical & Electronic Equipment,RT-EE,"Electrical and electronic equipment industry entities develop and manufacture a broad range of electric components including power generation equipment, energy transformers, electric motors, switchboards, automation equipment, heating and cooling equipment, lighting and transmission cables. These include non-structural commercial and residential building equipment, such as Heating, Ventilation and Air Conditioning (HVAC) systems, lighting fixtures, security devices, and elevators; electrical power equipment; traditional power generation and transmission equipment; renewable energy equipment; industrial automation controls; measurement instruments; and electrical components used for industrial purposes, such as coils, wires and cables. In a mature and competitive industry, these entities operate globally and typically generate a significant portion of their revenue from outside the country of their domicile."
KKPC,INE811A01020,Kirloskar Pneumatic Co Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
TIIL,INE545H01011,Technocraft Industries India Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
469480,KR7469480008,:IBKS No.24 Special Purpose Acquisition Co,Financials,Asset Management & Custody Activities,FN-AC,"Asset Management & Custody Activities industry entities manage investment portfolios on a commission or fee basis for institutional, retail and high net-worth investors. In addition, entities in this industry provide wealth management, private banking, financial planning, and investment advisory and retail securities brokerage services. Investment portfolios and strategies may be diversified across multiple asset classes, which may include equities, fixed income and hedge fund investments. Specific entities are engaged in venture capital and private equity investments. The industry provides essential services to a range of customers from individual retail investors to large, institutional asset owners to meet specified investment goals. Entities in the industry range from large multi-jurisdictional asset managers with a wide range of investable products, strategies and asset classes to small boutique entities providing services to specific market niches. While large entities generally compete based on management fees charged for their services as well as their potential to generate superior investment performance, the smaller entities generally compete on their ability to provide products and services customised to satisfy the diversification needs of individual clients. The global 2008 financial crisis and subsequent regulatory regime developments highlight the industry’s importance in providing fair advice to customers and managing risks at the entity, portfolio and macroeconomic levels."
ASBL,INE442H01029,Ashoka Buildcon Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
BNCO,INE213C01025,Banco Products India Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
SG,IT0001029492,SAES Getters SpA,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
WELENT,,,,,,
ORIENTEL,INE142Z01019,Orient Electric Ltd,Consumer Goods,Appliance Manufacturing,CG-AM,"Appliance Manufacturing industry entities design and manufacture household appliances and hand tools. Entities in this industry sell and manufacture products all over the world, primarily selling products to consumers through retailers."
LGBB,INE337A01034,LG Balakrishnan & Bros Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
TCIEXP,INE586V01016,TCI Express Ltd,Transportation,Air Freight & Logistics,TR-AF,"Air Freight & Logistics industry entities provide freight services and transportation logistics to both businesses and individuals. The industry consists of three main segments: air freight transportation, post and courier services, and transportation logistics services. Entities in the industry earn revenue from one or more of the segments and range from non-asset-based to asset-heavy. Transportation logistics services include contracting with road, rail, marine and air freight entities to select and hire appropriate transportation. Services also may include customs brokerage, distribution management, vendor consolidation, cargo insurance, purchase order management and customised logistics information. The industry is crucial to global trade, granting it a degree of demand stability."
VENUSPIP,INE0JA001018,Venus Pipes & Tubes Ltd,Extractives & Minerals Processing,Iron & Steel Producers,EM-IS,"The Iron & Steel Producers industry primarily consists of entities producing iron and steel in mills and foundries. The steel producers segment produces iron and steel products from its own mills. These products include flat-rolled sheets, tin plates, pipes, tubes, and products made of stainless steel, titanium and high alloy steels. Iron and steel foundries, which cast various products, typically purchase iron and steel from other entities. The industry also includes metal service centres and other metal merchant wholesalers, which distribute, import or export ferrous products. Though entities are developing alternative processes, steel production primarily relies on two primary methods: the basic oxygen furnace (BOF), which uses iron ore as an input, and the electric arc furnace (EAF), which uses scrap steel. Many entities in the industry operate on an international scale. Note: With a few exceptions, most entities do not mine their own ore to manufacture steel and iron products. There exists a separate standard for the Metals & Mining (EM-MM) industry."
SKIPPER,INE439E01022,Skipper Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
RMKY,INE874I01013,Ramky Infrastructure Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
2809,JP3244800003,Kewpie Corp,Food & Beverage,Processed Foods,FB-PF,"Processed Foods industry entities process and package foods such as bread, frozen foods, snack foods, pet foods and condiments for retail consumer consumption. Typically, these products are made ready to consume, are marketed for retail consumers and can be found on food retailers’ shelves. The industry is characterised by large and complex ingredient supply chains, because many entities source ingredients from around the world. Large entities operate globally, and international opportunities are driving growth."
DCXINDIA,INE0KL801015,Dcx Systems Ltd,Resource Transformation,Aerospace & Defence,RT-AE,"Entities in the Aerospace & Defence industry include manufacturers of commercial aircraft, aircraft parts, aerospace and defence products, as well as defence prime contractors. Commercial aircraft manufacturers represent approximately one quarter of industry revenue and sell mainly to commercial airlines and governments. Aerospace and defence parts manufacturers represent the largest segment of the industry by total revenue, selling primarily to governments. Both aerospace and defence manufacturers operate globally and serve a global customer base. Defence primes represent approximately one quarter of total industry revenue and manufacture products including military aircraft, space vehicles, missile systems, ammunition, small arms, naval ships, and other commercial and military vehicles. Their customers consist of various government agencies and related businesses with global operations. The defence prime category also includes firearms manufacturers that sell to law enforcement agencies, businesses, distributors, retailers and consumers. Important sustainability topics within the industry include the energy efficiency and emissions profile of products and management of manufacturing energy and waste."
JI,INE175A01038,Jain Irrigation Systems Ltd,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
SECLTD,INE00Y701018,Salasar Exteriors And Contour Ltd,Services,Professional & Commercial Services,SV-PS,"The industry includes entities that rely on the unique skills and knowledge of their employees to serve a range of clients. Services are often provided on an assignment basis, where an individual or team is responsible for the delivery of services to clients. Offerings include, but are not limited to, management and administration consulting services, such as staffing and executive search services; legal, accounting, and tax preparation services; and financial and non-financial information services. Non-financial information service providers may specialise in an array of topics such as energy, healthcare, real estate, technology, and science. Financial information service entities include credit and rating agencies as well as data and portfolio analytics providers. Customers of professional and commercial service providers include private and public for-profit institutions and non-profit organisations."
ANUP,INE294Z01018,Anup Engineering Limited/The,Resource Transformation,Industrial Machinery & Goods,RT-IG,"Industrial machinery and goods industry entities manufacture equipment for a variety of industries including construction, agriculture, energy, utility, mining, manufacturing, automotive and transportation. Products include engines, earth-moving equipment, trucks, tractors, ships, industrial pumps, locomotives and turbines. Machinery manufacturers use large amounts of raw materials for production, including steel, plastics, rubber, paints and glass. Manufacturers also may machine and cast parts before final assembly. Demand in the industry is tied closely to industrial production, while government emissions standards and customer demand are encouraging innovations to improve energy efficiency and limit air emissions during product use."
